gi|388476254|ref|YP_488438.1| gi|525827912|ref|YP_008250641.1|
gi|388476255|ref|YP_488439.1| gi|525830387|ref|YP_008250483.1|
gi|388476256|ref|YP_488440.1| gi|525830386|ref|YP_008250482.1|
gi|388476257|ref|YP_488441.1| gi|525830385|ref|YP_008250481.1|
gi|388476261|ref|YP_488445.1| gi|525827772|ref|YP_008250474.1|
gi|388476264|ref|YP_488448.1| gi|525827769|ref|YP_008250471.1|
gi|388476265|ref|YP_488449.1| gi|525827768|ref|YP_008250470.1|
gi|388476266|ref|YP_488450.1| gi|525827767|ref|YP_008250469.1|
gi|388476271|ref|YP_488455.1| gi|525827763|ref|YP_008250464.1|
gi|388476277|ref|YP_488461.1| gi|525827751|ref|YP_008250451.1|
gi|388476278|ref|YP_488462.1| gi|525827750|ref|YP_008250450.1|
gi|388476279|ref|YP_488463.1| gi|525827749|ref|YP_008250449.1|
gi|388476281|ref|YP_488465.1| gi|525830380|ref|YP_008250447.1|
gi|388476282|ref|YP_488466.1| gi|525827747|ref|YP_008250446.1|
gi|388476284|ref|YP_488468.1| gi|525827745|ref|YP_008250444.1|
gi|388476285|ref|YP_488469.1| gi|525827744|ref|YP_008250443.1|
gi|388476287|ref|YP_488471.1| gi|525827742|ref|YP_008250441.1|
gi|388476288|ref|YP_488472.1| gi|525827741|ref|YP_008250440.1|
gi|388476289|ref|YP_488473.1| gi|525827740|ref|YP_008250439.1|
gi|388476290|ref|YP_488474.1| gi|525827739|ref|YP_008250438.1|
gi|388476291|ref|YP_488475.1| gi|525827738|ref|YP_008250437.1|
gi|388476292|ref|YP_488476.1| gi|525827737|ref|YP_008250436.1|
gi|388476294|ref|YP_488478.1| gi|525827735|ref|YP_008250434.1|
gi|388476295|ref|YP_488479.1| gi|525827734|ref|YP_008250433.1|
gi|388476296|ref|YP_488480.1| gi|525827733|ref|YP_008250432.1|
gi|388476300|ref|YP_488484.1| gi|525827729|ref|YP_008250428.1|
gi|388476301|ref|YP_488485.1| gi|525827728|ref|YP_008250427.1|
gi|388476302|ref|YP_488486.1| gi|525827727|ref|YP_008250426.1|
gi|388476303|ref|YP_488487.1| gi|525827726|ref|YP_008250425.1|
gi|388476305|ref|YP_488489.1| gi|525827723|ref|YP_008250422.1|
gi|388476306|ref|YP_488490.1| gi|525827722|ref|YP_008250421.1|
gi|388476307|ref|YP_488491.1| gi|525830379|ref|YP_008250420.1|
gi|388476308|ref|YP_488492.1| gi|525830378|ref|YP_008250419.1|
gi|388476309|ref|YP_488493.1| gi|525827721|ref|YP_008250418.1|
gi|388476310|ref|YP_488494.1| gi|525827720|ref|YP_008250417.1|
gi|388476311|ref|YP_488495.1| gi|525830377|ref|YP_008250416.1|
gi|388476314|ref|YP_488498.1| gi|525827718|ref|YP_008250414.1|
gi|388476315|ref|YP_488499.1| gi|525830376|ref|YP_008250413.1|
gi|388476322|ref|YP_488506.1| gi|525827711|ref|YP_008250405.1|
gi|388476324|ref|YP_488508.1| gi|525827709|ref|YP_008250403.1|
gi|388476326|ref|YP_488510.1| gi|525827707|ref|YP_008250401.1|
gi|388476327|ref|YP_488511.1| gi|525827706|ref|YP_008250400.1|
gi|388476334|ref|YP_488518.1| gi|525827681|ref|YP_008250355.1|
gi|388476336|ref|YP_488520.1| gi|525827679|ref|YP_008250353.1|
gi|388476337|ref|YP_488521.1| gi|525827678|ref|YP_008250352.1|
gi|388476339|ref|YP_488523.1| gi|525828741|ref|YP_008251696.1|
gi|388476343|ref|YP_488527.1| gi|525830119|ref|YP_008249110.1|
gi|388476345|ref|YP_488529.1| gi|525830587|ref|YP_008251535.1|
gi|388476346|ref|YP_488530.1| gi|525830354|ref|YP_008250350.1|
gi|388476348|ref|YP_488532.1| gi|525827675|ref|YP_008250348.1|
gi|388476350|ref|YP_488534.1| gi|525827673|ref|YP_008250346.1|
gi|388476351|ref|YP_488535.1| gi|525830353|ref|YP_008250345.1|
gi|388476353|ref|YP_488537.1| gi|525827671|ref|YP_008250343.1|
gi|388476359|ref|YP_488543.1| gi|525819515|ref|YP_008253373.1|
gi|388476360|ref|YP_488544.1| gi|525819518|ref|YP_008253377.1|
gi|388476368|ref|YP_488552.1| gi|525829354|ref|YP_008252439.1|
gi|388476372|ref|YP_488556.1| gi|525828224|ref|YP_008251046.1|
gi|388476377|ref|YP_488561.1| gi|525829355|ref|YP_008252440.1|
gi|388476400|ref|YP_488584.1| gi|525826522|ref|YP_008248920.1|
gi|388476406|ref|YP_488590.1| gi|525828547|ref|YP_008251432.1|
gi|399532819|ref|YP_006575241.1| gi|525827506|ref|YP_008250136.1|
gi|388476412|ref|YP_488598.1| gi|525827430|ref|YP_008250043.1|
gi|388476416|ref|YP_488602.1| gi|525829672|ref|YP_008252823.1|
gi|388476419|ref|YP_488605.1| gi|525829727|ref|YP_008252896.1|
gi|388476422|ref|YP_488608.1| gi|525827023|ref|YP_008249541.1|
gi|388476423|ref|YP_488609.1| gi|525827874|ref|YP_008250598.1|
gi|388476426|ref|YP_488612.1| gi|525827011|ref|YP_008249524.1|
gi|388476428|ref|YP_488614.1| gi|525827456|ref|YP_008250076.1|
gi|388476430|ref|YP_488616.1| gi|525827457|ref|YP_008250077.1|
gi|388476432|ref|YP_488618.1| gi|525828031|ref|YP_008250794.1|
gi|388476433|ref|YP_488619.1| gi|525828895|ref|YP_008251870.1|
gi|388476442|ref|YP_488628.1| gi|525827596|ref|YP_008250239.1|
gi|388476444|ref|YP_488630.1| gi|525828896|ref|YP_008251871.1|
gi|388476447|ref|YP_488633.1| gi|525827785|ref|YP_008250493.1|
gi|388476449|ref|YP_488635.1| gi|525830170|ref|YP_008249384.1|
gi|388476454|ref|YP_488640.1| gi|525828621|ref|YP_008251521.1|
gi|388476458|ref|YP_488644.1| gi|525827038|ref|YP_008249556.1|
gi|388476462|ref|YP_488648.1| gi|525828222|ref|YP_008251043.1|
gi|388476476|ref|YP_488662.1| gi|525827594|ref|YP_008250237.1|
gi|388476482|ref|YP_488668.1| gi|525827592|ref|YP_008250234.1|
gi|388476485|ref|YP_488671.1| gi|525827589|ref|YP_008250231.1|
gi|388476486|ref|YP_488672.1| gi|525827588|ref|YP_008250230.1|
gi|388476487|ref|YP_488673.1| gi|525827587|ref|YP_008250228.1|
gi|388476489|ref|YP_488675.1| gi|525827583|ref|YP_008250224.1|
gi|388476491|ref|YP_488677.1| gi|525827582|ref|YP_008250223.1|
gi|388476493|ref|YP_488679.1| gi|525827580|ref|YP_008250221.1|
gi|388476494|ref|YP_488680.1| gi|525827579|ref|YP_008250220.1|
gi|388476496|ref|YP_488682.1| gi|525827577|ref|YP_008250218.1|
gi|388476497|ref|YP_488683.1| gi|525827576|ref|YP_008250217.1|
gi|388476498|ref|YP_488684.1| gi|525827575|ref|YP_008250216.1|
gi|388476500|ref|YP_488686.1| gi|525827574|ref|YP_008250215.1|
gi|388476503|ref|YP_488689.1| gi|525830321|ref|YP_008250212.1|
gi|388476504|ref|YP_488690.1| gi|525827571|ref|YP_008250211.1|
gi|388476507|ref|YP_488693.1| gi|525827568|ref|YP_008250207.1|
gi|388476510|ref|YP_488696.1| gi|525827564|ref|YP_008250203.1|
gi|388476511|ref|YP_488697.1| gi|525827563|ref|YP_008250202.1|
gi|388476512|ref|YP_488698.1| gi|525827562|ref|YP_008250201.1|
gi|388476513|ref|YP_488699.1| gi|525827561|ref|YP_008250200.1|
gi|388476516|ref|YP_488702.1| gi|525827556|ref|YP_008250195.1|
gi|388476517|ref|YP_488703.1| gi|525827555|ref|YP_008250193.1|
gi|388476518|ref|YP_488704.1| gi|525827554|ref|YP_008250192.1|
gi|388476519|ref|YP_488705.1| gi|525830318|ref|YP_008250191.1|
gi|388476521|ref|YP_488707.1| gi|525827552|ref|YP_008250189.1|
gi|388476522|ref|YP_488708.1| gi|525827551|ref|YP_008250188.1|
gi|388476523|ref|YP_488709.1| gi|525827550|ref|YP_008250187.1|
gi|388476524|ref|YP_488710.1| gi|525827549|ref|YP_008250186.1|
gi|388476528|ref|YP_488714.1| gi|525827546|ref|YP_008250182.1|
gi|388476529|ref|YP_488715.1| gi|525827545|ref|YP_008250181.1|
gi|388476530|ref|YP_488716.1| gi|525827538|ref|YP_008250172.1|
gi|388476531|ref|YP_488717.1| gi|525827537|ref|YP_008250171.1|
gi|388476532|ref|YP_488718.1| gi|525827536|ref|YP_008250170.1|
gi|388476535|ref|YP_488721.1| gi|525827533|ref|YP_008250165.1|
gi|388476536|ref|YP_488722.1| gi|525827532|ref|YP_008250164.1|
gi|388476537|ref|YP_488723.1| gi|525827531|ref|YP_008250163.1|
gi|388476538|ref|YP_488724.1| gi|525827530|ref|YP_008250162.1|
gi|388476539|ref|YP_488725.1| gi|525827529|ref|YP_008250161.1|
gi|388476540|ref|YP_488726.1| gi|525827528|ref|YP_008250160.1|
gi|388476542|ref|YP_488728.1| gi|525827526|ref|YP_008250158.1|
gi|388476543|ref|YP_488729.1| gi|525827525|ref|YP_008250157.1|
gi|388476548|ref|YP_488734.1| gi|525827520|ref|YP_008250152.1|
gi|388476550|ref|YP_488736.1| gi|525827518|ref|YP_008250150.1|
gi|388476557|ref|YP_488743.1| gi|525827511|ref|YP_008250142.1|
gi|388476558|ref|YP_488744.1| gi|525827510|ref|YP_008250141.1|
gi|388476559|ref|YP_488745.1| gi|525827509|ref|YP_008250140.1|
gi|388476563|ref|YP_488749.1| gi|525827505|ref|YP_008250135.1|
gi|388476566|ref|YP_488752.1| gi|525827502|ref|YP_008250132.1|
gi|388476571|ref|YP_488757.1| gi|525827497|ref|YP_008250127.1|
gi|388476572|ref|YP_488758.1| gi|525827496|ref|YP_008250126.1|
gi|388476573|ref|YP_488759.1| gi|525830310|ref|YP_008250125.1|
gi|388476574|ref|YP_488760.1| gi|525827495|ref|YP_008250124.1|
gi|388476576|ref|YP_488762.1| gi|525827493|ref|YP_008250122.1|
gi|388476577|ref|YP_488763.1| gi|525827492|ref|YP_008250121.1|
gi|388476578|ref|YP_488764.1| gi|525830309|ref|YP_008250120.1|
gi|388476579|ref|YP_488765.1| gi|525827491|ref|YP_008250119.1|
gi|388476580|ref|YP_488766.1| gi|525827490|ref|YP_008250118.1|
gi|388476581|ref|YP_488767.1| gi|525828341|ref|YP_008251184.1|
gi|388476582|ref|YP_488768.1| gi|525827489|ref|YP_008250117.1|
gi|388476584|ref|YP_488770.1| gi|525827487|ref|YP_008250115.1|
gi|388476586|ref|YP_488772.1| gi|525827485|ref|YP_008250113.1|
gi|388476587|ref|YP_488773.1| gi|525827484|ref|YP_008250112.1|
gi|388476590|ref|YP_488776.1| gi|525826693|ref|YP_008249135.1|
gi|388476593|ref|YP_488779.1| gi|525827482|ref|YP_008250108.1|
gi|388476596|ref|YP_488782.1| gi|525827479|ref|YP_008250105.1|
gi|388476599|ref|YP_488785.1| gi|525830915|ref|YP_008250102.1|
gi|388476601|ref|YP_488787.1| gi|525827475|ref|YP_008250100.1|
gi|388476604|ref|YP_488790.1| gi|525830366|ref|YP_008250371.1|
gi|388476605|ref|YP_488791.1| gi|525828733|ref|YP_008251687.1|
gi|388476606|ref|YP_488792.1| gi|525933213|ref|YP_008306413.1|
gi|388476607|ref|YP_488793.1| gi|525827470|ref|YP_008250094.1|
gi|388476609|ref|YP_488795.1| gi|525827468|ref|YP_008250092.1|
gi|388476615|ref|YP_488801.1| gi|525830304|ref|YP_008250086.1|
gi|388476619|ref|YP_488805.1| gi|525827461|ref|YP_008250081.1|
gi|388476620|ref|YP_488806.1| gi|525827460|ref|YP_008250080.1|
gi|388476626|ref|YP_488812.1| gi|525827453|ref|YP_008250073.1|
gi|388476627|ref|YP_488813.1| gi|525827452|ref|YP_008250072.1|
gi|388476629|ref|YP_488815.1| gi|525827450|ref|YP_008250070.1|
gi|388476630|ref|YP_488816.1| gi|525827447|ref|YP_008250067.1|
gi|388476631|ref|YP_488817.1| gi|525827446|ref|YP_008250066.1|
gi|388476632|ref|YP_488818.1| gi|525827445|ref|YP_008250065.1|
gi|388476640|ref|YP_488826.1| gi|525830227|ref|YP_008249654.1|
gi|388476653|ref|YP_488839.1| gi|525829708|ref|YP_008252869.1|
gi|388476663|ref|YP_488849.1| gi|525830097|ref|YP_008249016.1|
gi|388476666|ref|YP_488852.1| gi|525829573|ref|YP_008252704.1|
gi|388476674|ref|YP_488860.1| gi|525830612|ref|YP_008251613.1|
gi|388476675|ref|YP_488861.1| gi|525830613|ref|YP_008251614.1|
gi|388476679|ref|YP_488865.1| gi|525827419|ref|YP_008250031.1|
gi|388476681|ref|YP_488867.1| gi|525827415|ref|YP_008250027.1|
gi|388476682|ref|YP_488868.1| gi|525827414|ref|YP_008250026.1|
gi|388476685|ref|YP_488871.1| gi|525827413|ref|YP_008250025.1|
gi|388476687|ref|YP_488873.1| gi|525827411|ref|YP_008250023.1|
gi|388476688|ref|YP_488874.1| gi|525827410|ref|YP_008250022.1|
gi|388476694|ref|YP_488880.1| gi|525830293|ref|YP_008250016.1|
gi|388476705|ref|YP_488891.1| gi|525830289|ref|YP_008250005.1|
gi|388476706|ref|YP_488892.1| gi|525830288|ref|YP_008250004.1|
gi|388476709|ref|YP_488895.1| gi|525830287|ref|YP_008250001.1|
gi|388476714|ref|YP_488900.1| gi|525827388|ref|YP_008249992.1|
gi|388476716|ref|YP_488902.1| gi|525827386|ref|YP_008249990.1|
gi|388476717|ref|YP_488903.1| gi|525827385|ref|YP_008249989.1|
gi|388476718|ref|YP_488904.1| gi|525827384|ref|YP_008249988.1|
gi|388476719|ref|YP_488905.1| gi|525827383|ref|YP_008249987.1|
gi|388476720|ref|YP_488906.1| gi|525827382|ref|YP_008249986.1|
gi|388476721|ref|YP_488907.1| gi|525827381|ref|YP_008249985.1|
gi|388476725|ref|YP_488913.1| gi|525827377|ref|YP_008249981.1|
gi|388476727|ref|YP_488915.1| gi|525830285|ref|YP_008249979.1|
gi|388476731|ref|YP_488919.1| gi|525827373|ref|YP_008249976.1|
gi|388476733|ref|YP_488921.1| gi|525827371|ref|YP_008249974.1|
gi|388476734|ref|YP_488922.1| gi|525827370|ref|YP_008249973.1|
gi|388476736|ref|YP_488924.1| gi|525827368|ref|YP_008249971.1|
gi|388476739|ref|YP_488927.1| gi|525827365|ref|YP_008249968.1|
gi|388476740|ref|YP_488928.1| gi|525827364|ref|YP_008249967.1|
gi|388476742|ref|YP_488930.1| gi|525827361|ref|YP_008249963.1|
gi|388476743|ref|YP_488931.1| gi|525827360|ref|YP_008249962.1|
gi|388476744|ref|YP_488932.1| gi|525827359|ref|YP_008249961.1|
gi|388476746|ref|YP_488934.1| gi|525827355|ref|YP_008249955.1|
gi|388476748|ref|YP_488936.1| gi|525830278|ref|YP_008249951.1|
gi|388476749|ref|YP_488937.1| gi|525830277|ref|YP_008249950.1|
gi|388476760|ref|YP_488948.1| gi|525830275|ref|YP_008249942.1|
gi|388476762|ref|YP_488950.1| gi|525827347|ref|YP_008249940.1|
gi|388476766|ref|YP_488954.1| gi|525827343|ref|YP_008249935.1|
gi|388476767|ref|YP_488955.1| gi|525827342|ref|YP_008249934.1|
gi|388476773|ref|YP_488961.1| gi|525827336|ref|YP_008249928.1|
gi|388476774|ref|YP_488962.1| gi|525827335|ref|YP_008249927.1|
gi|388476777|ref|YP_488965.1| gi|525830273|ref|YP_008249920.1|
gi|388476778|ref|YP_488966.1| gi|525827328|ref|YP_008249919.1|
gi|388476779|ref|YP_488967.1| gi|525827327|ref|YP_008249918.1|
gi|388476780|ref|YP_488968.1| gi|525827326|ref|YP_008249917.1|
gi|388476788|ref|YP_488976.1| gi|525827320|ref|YP_008249910.1|
gi|388476790|ref|YP_488978.1| gi|525827318|ref|YP_008249908.1|
gi|388476792|ref|YP_488980.1| gi|525827317|ref|YP_008249906.1|
gi|388476799|ref|YP_488987.1| gi|525826802|ref|YP_008249271.1|
gi|388476800|ref|YP_488988.1| gi|525827316|ref|YP_008249905.1|
gi|388476802|ref|YP_488990.1| gi|525830270|ref|YP_008249903.1|
gi|388476803|ref|YP_488991.1| gi|525827314|ref|YP_008249902.1|
gi|388476804|ref|YP_488992.1| gi|525827313|ref|YP_008249901.1|
gi|388476805|ref|YP_488993.1| gi|525827312|ref|YP_008249900.1|
gi|388476807|ref|YP_488995.1| gi|525827305|ref|YP_008249886.1|
gi|388476813|ref|YP_489001.1| gi|525830262|ref|YP_008249884.1|
gi|388476814|ref|YP_489002.1| gi|525827303|ref|YP_008249883.1|
gi|388476817|ref|YP_489005.1| gi|525827300|ref|YP_008249880.1|
gi|388476819|ref|YP_489007.1| gi|525827298|ref|YP_008249878.1|
gi|388476826|ref|YP_489014.1| gi|525827294|ref|YP_008249873.1|
gi|388476827|ref|YP_489015.1| gi|525830260|ref|YP_008249872.1|
gi|388476831|ref|YP_489019.1| gi|525830258|ref|YP_008249868.1|
gi|388476832|ref|YP_489020.1| gi|525827291|ref|YP_008249867.1|
gi|388476834|ref|YP_489022.1| gi|525827289|ref|YP_008249865.1|
gi|388476835|ref|YP_489023.1| gi|525827288|ref|YP_008249864.1|
gi|388476836|ref|YP_489024.1| gi|525827287|ref|YP_008249863.1|
gi|388476838|ref|YP_489026.1| gi|525827285|ref|YP_008249861.1|
gi|388476841|ref|YP_489029.1| gi|525827271|ref|YP_008249847.1|
gi|388476842|ref|YP_489030.1| gi|525827270|ref|YP_008249846.1|
gi|388476843|ref|YP_489031.1| gi|525827269|ref|YP_008249845.1|
gi|388476846|ref|YP_489034.1| gi|525827266|ref|YP_008249841.1|
gi|388476847|ref|YP_489035.1| gi|525830256|ref|YP_008249840.1|
gi|388476848|ref|YP_489036.1| gi|525827265|ref|YP_008249839.1|
gi|388476852|ref|YP_489040.1| gi|525827261|ref|YP_008249835.1|
gi|388476855|ref|YP_489043.1| gi|525827387|ref|YP_008249991.1|
gi|388476857|ref|YP_489045.1| gi|525827260|ref|YP_008249834.1|
gi|388476860|ref|YP_489048.1| gi|525827253|ref|YP_008249826.1|
gi|388476865|ref|YP_489053.1| gi|525830253|ref|YP_008249820.1|
gi|388476866|ref|YP_489054.1| gi|525827248|ref|YP_008249819.1|
gi|388476868|ref|YP_489056.1| gi|525827246|ref|YP_008249817.1|
gi|388476869|ref|YP_489057.1| gi|525827245|ref|YP_008249816.1|
gi|388476870|ref|YP_489058.1| gi|525827244|ref|YP_008249815.1|
gi|388476873|ref|YP_489061.1| gi|525827241|ref|YP_008249810.1|
gi|388476875|ref|YP_489063.1| gi|525827239|ref|YP_008249808.1|
gi|388476876|ref|YP_489064.1| gi|525827238|ref|YP_008249807.1|
gi|388476885|ref|YP_489073.1| gi|525827230|ref|YP_008249799.1|
gi|388476888|ref|YP_489076.1| gi|525827228|ref|YP_008249797.1|
gi|388476892|ref|YP_489080.1| gi|525827227|ref|YP_008249796.1|
gi|388476897|ref|YP_489085.1| gi|525827222|ref|YP_008249790.1|
gi|388476898|ref|YP_489086.1| gi|525827221|ref|YP_008249789.1|
gi|388476899|ref|YP_489087.1| gi|525827220|ref|YP_008249788.1|
gi|388476901|ref|YP_489089.1| gi|525830248|ref|YP_008249786.1|
gi|388476902|ref|YP_489090.1| gi|525827219|ref|YP_008249785.1|
gi|388476903|ref|YP_489091.1| gi|525827218|ref|YP_008249784.1|
gi|388476906|ref|YP_489094.1| gi|525827215|ref|YP_008249781.1|
gi|388476912|ref|YP_489100.1| gi|525827210|ref|YP_008249776.1|
gi|388476913|ref|YP_489101.1| gi|525827209|ref|YP_008249775.1|
gi|388476921|ref|YP_489109.1| gi|525827204|ref|YP_008249769.1|
gi|388476930|ref|YP_489118.1| gi|525827195|ref|YP_008249754.1|
gi|388476931|ref|YP_489119.1| gi|525826654|ref|YP_008249080.1|
gi|388476933|ref|YP_489121.1| gi|525827193|ref|YP_008249752.1|
gi|388476935|ref|YP_489123.1| gi|525830240|ref|YP_008249750.1|
gi|388476936|ref|YP_489124.1| gi|525830239|ref|YP_008249749.1|
gi|388476937|ref|YP_489125.1| gi|525827191|ref|YP_008249748.1|
gi|388476938|ref|YP_489126.1| gi|525827190|ref|YP_008249747.1|
gi|388476943|ref|YP_489131.1| gi|525827185|ref|YP_008249742.1|
gi|388476950|ref|YP_489138.1| gi|525827175|ref|YP_008249732.1|
gi|388476951|ref|YP_489139.1| gi|525827174|ref|YP_008249731.1|
gi|388476953|ref|YP_489141.1| gi|525827172|ref|YP_008249729.1|
gi|388476954|ref|YP_489142.1| gi|525827171|ref|YP_008249728.1|
gi|388476955|ref|YP_489143.1| gi|525827170|ref|YP_008249727.1|
gi|388476958|ref|YP_489146.1| gi|525827167|ref|YP_008249724.1|
gi|388476959|ref|YP_489147.1| gi|525827166|ref|YP_008249723.1|
gi|388476960|ref|YP_489148.1| gi|525829876|ref|YP_008253065.1|
gi|388476961|ref|YP_489149.1| gi|525827165|ref|YP_008249722.1|
gi|388476962|ref|YP_489150.1| gi|525830238|ref|YP_008249721.1|
gi|388476966|ref|YP_489154.1| gi|525827161|ref|YP_008249717.1|
gi|388476968|ref|YP_489156.1| gi|525827156|ref|YP_008249708.1|
gi|388476969|ref|YP_489157.1| gi|525827155|ref|YP_008249707.1|
gi|388476975|ref|YP_489163.1| gi|525827150|ref|YP_008249701.1|
gi|388476977|ref|YP_489165.1| gi|525827148|ref|YP_008249699.1|
gi|388476981|ref|YP_489169.1| gi|525828543|ref|YP_008251428.1|
gi|388476982|ref|YP_489170.1| gi|525827144|ref|YP_008249695.1|
gi|388476985|ref|YP_489173.1| gi|525828789|ref|YP_008251754.1|
gi|388476989|ref|YP_489177.1| gi|525827138|ref|YP_008249688.1|
gi|388476990|ref|YP_489178.1| gi|525827137|ref|YP_008249687.1|
gi|388476991|ref|YP_489179.1| gi|525827136|ref|YP_008249686.1|
gi|388476994|ref|YP_489182.1| gi|525827133|ref|YP_008249683.1|
gi|388476997|ref|YP_489185.1| gi|525827130|ref|YP_008249680.1|
gi|388476999|ref|YP_489187.1| gi|525827128|ref|YP_008249678.1|
gi|388477000|ref|YP_489188.1| gi|525827127|ref|YP_008249677.1|
gi|388477001|ref|YP_489189.1| gi|525827126|ref|YP_008249676.1|
gi|388477002|ref|YP_489190.1| gi|525827125|ref|YP_008249675.1|
gi|388477003|ref|YP_489191.1| gi|525827124|ref|YP_008249674.1|
gi|388477004|ref|YP_489192.1| gi|525827123|ref|YP_008249673.1|
gi|388477006|ref|YP_489194.1| gi|525827121|ref|YP_008249671.1|
gi|388477007|ref|YP_489195.1| gi|525827120|ref|YP_008249670.1|
gi|388477009|ref|YP_489197.1| gi|525827119|ref|YP_008249669.1|
gi|388477010|ref|YP_489198.1| gi|525827118|ref|YP_008249668.1|
gi|388477015|ref|YP_489203.1| gi|525827112|ref|YP_008249659.1|
gi|388477016|ref|YP_489204.1| gi|525827075|ref|YP_008249599.1|
gi|388477029|ref|YP_489217.1| gi|525827074|ref|YP_008249598.1|
gi|388477030|ref|YP_489218.1| gi|525827073|ref|YP_008249597.1|
gi|388477034|ref|YP_489222.1| gi|525830022|ref|YP_008253248.1|
gi|388477036|ref|YP_489224.1| gi|525830204|ref|YP_008249592.1|
gi|388477038|ref|YP_489226.1| gi|525827069|ref|YP_008249591.1|
gi|388477040|ref|YP_489228.1| gi|525827067|ref|YP_008249589.1|
gi|388477042|ref|YP_489230.1| gi|525827065|ref|YP_008249587.1|
gi|388477043|ref|YP_489231.1| gi|525827064|ref|YP_008249586.1|
gi|388477045|ref|YP_489233.1| gi|525827062|ref|YP_008249584.1|
gi|388477047|ref|YP_489235.1| gi|525827061|ref|YP_008249582.1|
gi|388477048|ref|YP_489236.1| gi|525827060|ref|YP_008249581.1|
